# Profile-contract correction ledger for the Scripture chronology corpus.
#
# One row per correction, over three lanes. PCC-01..PCC-07 and PCC-10..PCC-12
# are the 2026-09-01 basis-ruling lane's. PCC-08 closes the five claims that
# lane deliberately did not rule, on the maintainer's explicit scope change, and
# PCC-09 is what the verses standing under them say now. PCC-13..PCC-21 are the
# profile-contract REMEDIATION lane's, which answered the independent cold
# review of c1dee9fc0, 52b2467d8 and ad0644bb1. Every standing defect the final
# cold acceptance review left open is represented, including the profiles.yaml
# semantic-diff defect, which is the one that made the others irreproducible.
#
# `correction_id` IS THE KEY, per section 27, and it had stopped being one: two
# different corrections were both numbered PCC-09 -- the gap-row consequence of
# PCC-08, and the semantic differ's blindness to profiles.yaml. The second is
# now PCC-12, which is where it belongs chronologically anyway (it landed in
# Phase 1 at c1dee9fc0, beside PCC-01). Row PCC-20 records the renumbering and
# the gate that now watches the key.
#
# `old_semantics` and `new_semantics` say what a DEFAULT CONSUMER received
# before and receives now, because that is where every one of these defects
# was visible and where the notes that were supposed to control them were not.
#
# PCC-22..PCC-25 are the 2026-09-02 lane's, which answered the independent cold
# review's finding that profiles.yaml STATED one admissibility rule and the
# corpus ENFORCED another. The maintainer decided that the enforced rule -- a
# disclosure test -- is the operative policy; PCC-22 makes the profile say so and
# records the reasoning as a dated decision, PCC-23 and PCC-24 apply it to the
# two claims the review named, and PCC-25 is the prose that had to stop quoting
# the withdrawn formula. No claim moved: 441 answerable / 22 preserved, and
# 12,491 / 16,405 / 6,913 verses, before and after.
#
# Companion surface: profile-contract-rereview-manifest.tsv.
correction_id	source_review_id	case	defect_class	old_semantics	new_semantics	source_record	source_locus	changed_files	affected_claims	answerability_changed	tests	next_review_required	notes
PCC-10	FA-140 defect 2	the Howlett claim counts recorded in two review artifacts	review-record-arithmetic	"final-acceptance-manifest.tsv FA-140 and final-rereview-corrections.tsv RR-090 both said the repair lane ""found 52 and kept 44"". 52 minus the lane's own six-claim withdrawal list is 46, not 44, and 44 is the number a cold reviewer is told to reconcile an enumeration against."	Both now say: found 52 at the review target and kept 46 at HEAD, withdrawing six; and record the three counts, 54 at 2330d63a5, 52 at 214797e78, 46 at the final repair HEAD.	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04	-	src/sources/chronology/final-acceptance-manifest.tsv;src/sources/chronology/final-rereview-corrections.tsv	none -- a record correction, not a data correction	no	test_every_howlett_claim_is_ruled_and_none_is_unreviewed asserts the population is over 40 and reads it from the loader, so the count is derived and not typed	no	Verified independently: the loader reports 46 claims citing the Howlett artifact at this HEAD.
PCC-11	lane task 4;§26;§27	the two required artifacts	handoff	neither existed	profile-contract-rereview-manifest.tsv (464 rows, derived, deduplicated on case_type:case_id, with the five blockers asserted present at build time) and profile-contract-corrections.tsv (this file).	-	-	scripts/build_profile_contract_manifest.py;src/sources/chronology/profile-contract-rereview-manifest.tsv;src/sources/chronology/profile-contract-corrections.tsv	all 458 appear in the manifest	no	the builder refuses to write a manifest that has lost a named blocker	yes	The base side of the diff is a committed revision loaded by its own loader; the head side is the WORKING TREE, because this lane leaves its work uncommitted for a coordinator to review and a manifest that could only be built after the commit would be built too late to inform it.
PCC-13	cold review of ad0644bb1, finding 1	four claims ruled against the prose recorded in their own `basis` field	ruling-contradicts-its-own-basis	"unit:composition.book-of-malachias#0 was `traditional-catholic`, `preferred`, and the default answer for all 55 verses of Malachias, on a basis reading ""Critics are practically agreed in dating the book from about the middle of the fifth century B.C."" and a note saying it is given as a scholarly consensus ""not as a tradition"". event:apostolic-age.exile-of-saint-john-to-patmos#1 was `traditional-catholic` and answerable on a basis opening ""records and rejects a rival ... appears exceedingly improbable"". event:life-of-christ.baptism#0 was `traditional-catholic` on a basis saying the article ""adopts Ramsay's reckoning"". unit:composition.gospel-of-mark#1 was `traditional-catholic` on a basis saying ""The figure is reported as the Chronicle's""."	"Each ruled by its own recorded prose. Malachias -> reported-excluded, preserved, alternate, on the same reasoning composition.psalm-73 already carried for ""as Briggs surmises"": a named consensus of critics is not a different basis from a named critic. Patmos#1 -> rejected-by-source, preserved, alternate; the profile declared that class for exactly this case and no claim had ever carried it. Baptism#0 -> reported-excluded, preserved, alternate, under `own_voice`, which disqualifies a value ""adopted from"" an excluded methodology. Mark#1 -> reported-traditional, answerable, disputed, matching its sibling #0 from the same paragraph; #2, the Chronicle of Eusebius from the same sentence, is ruled with it for the same reason and is recorded here rather than left as a third split."	artifact.catholic-encyclopedia.volume-9.new-york-1910.newadvent-09562b-38fb6fcd (Van Hoonacker, Malachias); artifact.catholic-encyclopedia.volume-1.new-york-1907.newadvent-01594b-7f47696f (Van den Biesen, Apocalypse); artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04 (Howlett, Biblical Chronology); artifact.catholic-encyclopedia.volume-9.new-york-1910.newadvent-09674b-f5a5a8a9 (MacRory, Gospel of Saint Mark)	"Van Hoonacker: ""Critics are practically agreed in dating the book from about the middle of the fifth century B.C.""; Van den Biesen: ""the statement of Epiphanius placing the Seer's banishment in the reign of Claudius, A.D. 41-54, appears exceedingly improbable""; Howlett, ""Date of the beginning of the ministry"", adopting Ramsay: ""would allow enough time for the baptism of Our Lord in A.D. 27""; MacRory: 'The ""Paschal Chronicle"" assigns it to A.D. 40.'"	src/sources/chronology/composition.yaml; src/sources/chronology/events.yaml; src/sources/chronology/gaps.yaml (PCC-21); src/sources/chronology/coverage.tsv (derived); tools/tests/test_chronology.py	unit:composition.book-of-malachias#0; event:apostolic-age.exile-of-saint-john-to-patmos#1; event:life-of-christ.baptism#0; unit:composition.gospel-of-mark#1; unit:composition.gospel-of-mark#2	yes -- three answerable -> preserved (Malachias, Patmos#1, the Baptism); two class-only, both classes admissible (Mark#1, Mark#2)	RemediationTests.test_each_claim_is_ruled_by_the_prose_it_records; test_the_class_the_profile_declared_and_never_used_is_used; test_apocalypse_1_9_still_answers_with_the_reign_of_domitian; test_the_rejected_figure_is_still_inspectable; test_the_baptism_verses_keep_their_gospel_and_lose_the_year; test_malachias_falls_to_a_row_that_says_a_source_was_read; test_the_malachias_figure_is_preserved_and_not_deleted	yes	"life-of-christ.public-ministry-begins#0 is DELIBERATELY NOT ruled with the Baptism, and the two bases as recorded are the reason: that claim's basis says the article ""reckons from the forty-six years of John 2:20"", a datum of Scripture, and its note reports separately that Ramsay is used to meet an objection from Luke 3:1. Meeting an objection with an excluded reckoning is not obtaining the value from it. The Machabees claims beside Malachias are likewise untouched: their bounds are the reign of John Hyrcanus and Pompey's occupation, historical events the article reasons from in its own voice."
PCC-14	cold review of ad0644bb1, finding 2	four rank-1 `scripture` labels on values the claims themselves say came from rank 6	rank-1-label-on-a-rank-6-value	"`scripture` is rank 1 and, in this profile, the basis nothing lower-ranked may suppress. Four preferred claims carried it while their own prose said the value was the Catholic Encyclopedia's: mary-stricken-at-haseroth#0 (""Scripture places the episode and dates nothing ... Scripture supplies no interval whatever""), coming-to-cades#0 (""the year is taken from rank 6 and from nowhere else""), strange-wives-put-away#0 (""no range with endpoints can be authored from them; the three full months Souvay states are carried instead""), covenant-renewed#0 (""the month is the article's reading ... the verse itself names no month"")."	All four -> traditional-catholic, which is what a ranked Catholic work stating or computing a value on traditional grounds carries. Both classes are admissible, so no claim changes what it answers with; what changes is that four rank-6 values no longer stand under the label this profile says nothing lower may suppress. The Scriptural sources stay on each claim, because each is genuinely where the month, the day or the endpoints come from -- placing is not dating, and that distinction is the whole of the correction.	artifact.catholic-encyclopedia.volume-1.new-york-1907.newadvent-01003a-5adaeca0 (Aaron); artifact.catholic-encyclopedia.volume-5.new-york-1909.newadvent-05535a-50771778 (Souvay, Esdras); artifact.catholic-encyclopedia.volume-10.new-york-1911.newadvent-10737c-8f80f067 (Van Hoonacker, Book of Nehemiah)	"""Aaron"": ""A few months later, when the Hebrews reached Haseroth, the second station after Mount Sinai, Aaron fell into a new fault"" and ""In the first month of the thirty-ninth year after the Exodus, the Hebrews camped at Cades""; Souvay: ""For three full months this commission held its sessions""; Van Hoonacker: ""the people gather together again on the twenty-fourth day of the seventh month (ix, 1 ff.)"""	src/sources/chronology/events.yaml; tools/tests/test_chronology.py	event:israel.wilderness.mary-stricken-at-haseroth#0; event:israel.wilderness.coming-to-cades#0; event:israel.restoration.strange-wives-put-away#0; event:israel.restoration.covenant-renewed#0	no -- all four stay answerable and preferred	RemediationTests.test_no_rank_6_value_stands_under_the_rank_1_label; test_the_haseroth_provenance_names_the_verse_its_prose_quotes	yes	"A provenance defect went with it and is fixed: mary-stricken-at-haseroth#0 listed bible:douay-rheims:Num.12.1 while its prose quoted Numbers 13:1, ""And the people marched from Haseroth, and pitched their tents in the desert of Pharan"". That is what the tracked Douay-Rheims prints at Num 13:1; Num 12:1 in the same edition is ""And Mary and Aaron spoke against Moses"". The provenance now names the verse the prose quotes."
PCC-15	cold review of ad0644bb1, finding 3; brief section 19, criterion 7	the Haydock family: one continuous apparatus, ruled two opposite ways	one-source-two-rulings	"Fifteen claims rest on the 2014 Loreto / Feeney Memorial printing's chronology. Seven of them -- Exodus 3, 5, 16 and 32 and the three captivities at Psalm 70 -- were `reported-excluded` under the named Ussher lift. Seven others on the same uninitialled marginal apparatus in 1 and 2 Kings (david-at-geth#0, david-in-the-desert-of-maon#0, nabal-in-the-wilderness-of-maon#0, absalom-preparations#0, absalom-revolt#1, absalom-defeat#0, david-in-the-cave#0) were `traditional-catholic` with no lift, asserting the edition reached those years on its own traditional grounds -- while their own notes said the markers are ""NOT attributed personally to Haydock, Calmet, Menochius or Salien""."	"The family is ruled ONE way: all fourteen `reported-excluded` under the one exception the profile names for Ussher, which keeps them answerable at the rank of the reporting edition and never higher. The ground is stated in every note and is the edition's own printing, not an inference about it: one uninitialled apparatus, continuous across chapter heads in both the Pentateuch and the historical books, on ONE epoch throughout -- 2513 + 1491, 2944 + 1060, 2945 + 1059, 2947 + 1057, 2979 + 1025, 2980 + 1024, 2981 + 1023 all sum to the same number -- and one place where the edition names its chronologist, the note at Psalm 70:1 ending ""3416 Usher"", on that same epoch. Each of the seven bases now names the Usher attribution, because that is where the lift's warrant belongs and a note is not read by the lift."	passage.george-leo-haydock.douay-rheims-with-haydock-commentary.2014-loreto-feeney-memorial.psalm-70-captivities-usher-chronology; and the six marginal-chronology passage records for 1 Kings 21, 1 Kings 23, 1 Kings 25, 2 Kings 15 and 2 Kings 18	"The Psalm 70:1 note: ""This first captivity happened under Joakim, A.M. 3398, the second, under Jechonias, 3405, and the last, when the city was destroyed and Sedecias was taken, 3416 Usher""; the 1 Kings 21 record: ""none of them is treated as the author of the uninitialled year markers"""	src/sources/chronology/events.yaml; tools/tests/test_chronology.py	event:israel.monarchy.david-at-geth#0; event:israel.monarchy.david-in-the-desert-of-maon#0; event:israel.monarchy.nabal-in-the-wilderness-of-maon#0; event:israel.monarchy.absalom-preparations#0; event:israel.monarchy.absalom-revolt#1; event:israel.monarchy.absalom-defeat#0; event:israel.monarchy.david-in-the-cave#0	no -- the lift keeps all seven answerable, so no verse changes status	RemediationTests.test_the_haydock_chronology_is_ruled_one_way_across_the_edition; test_every_lifted_claim_still_says_whose_computation_it_reports; CorrectedBlockerTests.test_the_ussher_exception_covers_only_claims_that_report_ussher	yes -- the direction chosen is the load-bearing judgement	THE DIRECTION WAS DECIDED FROM THE EVIDENCE AND NOT SPLIT. Ruling the family `traditional-catholic` would have required asserting that the edition computed these years on traditional grounds, which the corpus's own Exodus notes deny of the very same apparatus and which nothing in the edition supports. The arithmetic quoted above is over the edition's OWN printed Anno Mundi / Anno Christi pairs and is not a conversion: no figure this corpus holds is converted, and every Anno Mundi year is recorded exactly as printed, per the profile's display rule. Each of the seven claims also gains the Psalm 70 passage record in its `sources`, which is where the attribution is read, mirroring what the four Exodus claims already did.
PCC-16	cold review of ad0644bb1, finding 7	event:israel.patriarchs.abram-contact-with-egypt-and-elam#0 -- a tautology answering for 35 verses, and the loader rule that now refuses the shape	position-answered-while-its-anchor-is-refused	"PCC-08 ruled this claim `traditional-catholic` and left it `preferred`, on the ground that it ""carries no year at all"". What it carried instead was its own subject restated: a `relative` date anchored on israel.patriarchs.abram-enters-chanaan whose stated interval is ""when he came into passing contact with Egypt (Genesis 12) and Elam (Genesis 14)"" -- the event, out of its own title. The anchor had been ruled `modern-critical` and preserved by the same lane on the SAME SENTENCE of the same article, so the position was measured to a figure this profile refuses. Genesis 12:10-20 and Genesis 14 -- 35 verses -- reported status `dated` on it."	"The claim is ruled `modern-critical`, preserved, alternate: the class its sibling carries, because it is the sibling -- one sentence, one method, Sayce's Babylonian synchronism, and the only chronology in that sentence is the ""about 2300 B.C."" the same encyclopedia attributes to Sayce. Re-authoring it as `scripture` on Genesis's own sequence was the alternative and is refused, and the refusal is recorded in the claim's own note. `scripts/_chronology.py` `_refuse_dangling_anchors` now refuses the shape at load: an ANSWERABLE relative claim whose anchor holds claims, none of them answerable, and which cites a source record one of those refused claims also cites. That is the corpus answering with one half of a source statement whose other half it withdrew, where the half it answers with is only a position measured to the half it withdrew."	artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08193a-4931095f (Israelites)	"""Israelites"": ""the first of whom appears to have reached Chanaan about 2300 B.C., when he came into passing contact with Egypt (Genesis 12) and Elam (Genesis 14)"""	src/sources/chronology/events.yaml; scripts/_chronology.py; src/sources/chronology/gaps.yaml (the Genesis row); src/sources/chronology/coverage.tsv (derived); tools/tests/test_chronology.py	event:israel.patriarchs.abram-contact-with-egypt-and-elam#0	yes: answerable -> preserved; 35 verses move dated -> undated-in-tradition	RemediationTests.test_a_relative_claim_measured_to_a_refused_anchor_is_refused; test_a_relative_claim_on_a_subject_nobody_dates_is_not_refused; test_the_three_saul_relations_the_narrow_rule_protects_still_load; LastUnreviewedClaimsTests.test_the_abram_sentence_is_ruled_once_and_reaches_no_verse (renamed from test_the_abram_year_stops_answering_and_the_position_survives)	yes -- the narrowing of the loader rule is a judgement and should be pressed	"THE REVIEW ASKED FOR A BROADER RULE AND IT WOULD HAVE BEEN WRONG. ""Refuse an answerable relative claim whose anchor has no answerable claim"" refuses four claims in this corpus, not one: the other three are israel.monarchy.anointing-of-saul#0, israel.monarchy.deliverance-of-jabes-galaad#0 and unit:composition.book-of-judges#0, all measured from israel.monarchy.saul-accession, a subject this corpus deliberately holds without a date. Two of the three are rank-1 Scriptural relations -- ""And it came to pass about a month after this"" -- and this profile's FIRST authority is ""Scripture's own chronological and RELATIONAL statements"". A rule refusing those to catch a tautology would refuse what the profile ranks highest, and the corpus would not load at all. The narrowing (a shared source record between the answering claim and the refused anchor claim) catches the Abram case exactly, catches nothing else at this HEAD, and states a principle a reviewer can attack: you may not answer with one half of a source sentence whose other half you refused, when the half you answer with is only a position measured to the half you refused. A `duration ... within` an unanswerable holder is NOT covered and is left for a later lane: a duration states its own length and does not borrow the anchor's date."
PCC-17	cold review of ad0644bb1, finding 4; brief section 19, criterion 9	the Ussher lift carrying two values Ussher did not state	named-exception-stretched-past-the-name-it-lifts	"event:israel.exodus.the-exodus#0 (1490 B.C.) and event:israel.monarchy.temple-begun#2 (1010) were answerable under the reporting exception named for Ussher. Neither figure is Ussher's. The basis both quote gives Ussher's printed figure as the reign of Solomon, ""from 1014-975 B.C.""; the 1010 and the 1490 are Howlett's arithmetic upon it. The lift's own display clause requires the claim to say ""whose computation is being reported"", which could not be answered honestly, and Ussher's actual Exodus year is printed elsewhere in this corpus -- the Haydock edition's ""A. C. 1491"" at Exodus 3 and Exodus 5."	"Both keep basis_class `reported-excluded`, because Howlett is a ranked work adopting an excluded chronology; both LOSE the `reporting_exception` and become `preserved`, alternate. `own_voice` reaches them directly: a value ""explicitly derived from"" a chronology this profile excludes is not answerable whatever the rank of the work printing it. 3 Kings 6:1 is the preferred claim on both subjects, so both are still dated and no verse loses an answer. The figures are preserved, not deleted."	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04	"Howlett, ""Biblical Chronology"", section ""Birth of Abraham to the Exodus"": ""Ussher dates the reign of King Solomon from 1014-975 B.C. But as the Temple was begun in the fourth year of that king, or in 1010, the Exodus took place in the year 1490 B.C."""	src/sources/chronology/events.yaml; src/sources/chronology/coverage.tsv (derived); tools/tests/test_chronology.py	event:israel.exodus.the-exodus#0; event:israel.monarchy.temple-begun#2	yes: two answerable -> preserved; no verse changes status, because rank-1 claims are preferred on both subjects	RemediationTests.test_a_figure_computed_from_ussher_is_not_a_figure_ussher_stated; test_both_subjects_are_still_dated_by_scripture	yes	"THE OTHER HALF OF THE FINDING IS ANSWERED AND THE LIFT STANDS. The four Haydock lifts were queried because their passage records say ""the scan does not identify its individual author"". That disclaimer is about a PERSONAL attribution among the edition's own commentators -- Haydock, Calmet, Menochius, Salien -- which is precisely why the apparatus is not a named traditional commentator's own reckoning; it is not a disclaimer of the Usher identification, and the lift does not rest on it. The lift requires only that the source of record be the ranked Catholic work that printed the figure and that the printing be recorded as that work's testimony, both of which hold, and the profile grants the exception in the words ""Haydock prints Usher's Anno Mundi figures and that printing is Haydock's testimony, recorded as such."" The Usher identification rests on what the edition prints: one epoch across every recorded pair, and one place naming Usher on that epoch (PCC-15). The check and its answer are written into all four claim notes."
PCC-18	cold review of ad0644bb1, finding 10	src/sources/chronology/profiles.yaml -- the contract was circumventable in one line	gate-that-only-reports	`unstated: unreviewed` with `unreviewed` `admissible: true`, so a claim authored with neither `basis_class` nor `answerability` was silently a DEFAULT ANSWER on a basis nobody had classified. `validate()` reported the `unreviewed` count in `--json` and failed on nothing, so the only thing standing between the contract and a claim that ignored it was somebody reading a number.	`unstated: unresolved`, which is inadmissible, and `unreviewed` flipped to `admissible: false`. A claim naming no basis class is now a LOAD ERROR, so `query`, `build`, `check`, `coverage` and every other consumer refuses it, not one command; and a claim naming `unreviewed` explicitly cannot be answerable either, which closes the same hole by its other door. The class stays declared so an explicit use is refused by name rather than as a typo and so the ledger's references to it still resolve.	-	-	src/sources/chronology/profiles.yaml; guidance/scripture-chronology.md; tools/tests/test_chronology.py	none directly; every claim is read under the changed policy, and the count of claims carrying `unreviewed` is 0 before and after	no -- nothing carried `unreviewed` at this HEAD, so the change moves no claim	RemediationTests.test_a_claim_that_names_no_basis_class_cannot_be_a_default_answer; test_the_gate_is_a_load_error_and_not_one_command_s_opinion; CandidateSetTests (the existing unreviewed-population gates, unchanged and still green)	yes	THE REVIEW OFFERED TWO REMEDIES AND THIS IS THE STRONGER ONE, which is why it was chosen. Making `validate` exit non-zero on `unreviewed > 0` would gate one command; a `build`, a `query` or a coverage run would still answer with the unclassified claim. Landing the unstated default on an inadmissible class puts the refusal in the loader, which every consumer goes through, and it needs no new code at all -- the existing `_answerability` contradiction check does it. The `unreviewed` class's own `what` text is rewritten to say why the transitional admission was withdrawn: the standing rule those claims were authored under was about their SOURCES and settled nothing about their BASES, which is the confusion the whole admissibility block exists to end.
PCC-19	cold review of ad0644bb1, finding 8	five figures of one Howlett sentence deleted outright instead of preserved	withdrawal-by-deletion	"The lane of 2026-08-27 DELETED the claims carrying Howlett's ""the date of the Exodus was about 1277, the monarchy was founded by Saul, 1020; David mounted the throne, 1002; Solomon in 962, and the Temple was begun, 958 B.C."" They survived only as prose in five subject notes. A note is not a claim: it carries no provenance of its own, it cannot be queried, and `--evidence` does not reach it. Meanwhile the profile now says ""Refusing a basis is not an instruction to delete what a source printed"", and this corpus gave Nahum 2-3, Psalm 73, the arrival in Chanaan and the Egypt/Elam contact the preserving remedy for the same defect."	All five restored as `preserved`, `modern-critical`, alternate claims on israel.exodus.the-exodus, israel.monarchy.saul-accession, israel.monarchy.david-accession, israel.monarchy.solomon-accession and israel.monarchy.temple-begun, each carrying the whole sentence in its basis and Howlett's own account of the chain it hangs on. Not one is a candidate answer, none takes part in the one-preferred-per-subject arithmetic, and all five are reachable under --evidence. The five subject notes are rewritten to say withdrawn-from-the-answers rather than withdrawn, and to say where the figure now lives.	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04	"Howlett, close of ""The Exodus to the building of Solomon's Temple"": ""the date of the Exodus was about 1277, the monarchy was founded by Saul, 1020; David mounted the throne, 1002; Solomon in 962, and the Temple was begun, 958 B.C.""; and of the first figure, ""This is not the traditional date of the Exodus, but as Father Hummelauer (Genesis, p. 29) says, it is the conclusion of most men in these days."""	src/sources/chronology/events.yaml; tools/tests/test_chronology.py	event:israel.exodus.the-exodus (new preserved claim); event:israel.monarchy.saul-accession (new, and its first claim of any kind); event:israel.monarchy.david-accession; event:israel.monarchy.solomon-accession; event:israel.monarchy.temple-begun	no -- five preserved claims added, which are not candidate answers; no verse changes status	RemediationTests.test_the_deleted_howlett_sentence_is_held_as_evidence_again; test_restoring_them_answered_nothing_new	yes	"THE REVIEW NAMED TWO (Exodus 1277, Saul 1020) AND ALL FIVE ARE RESTORED, because restoring two of five figures out of one sentence would recreate exactly the split this lane was sent to close. Howlett's ""about 969"" from the following section is deliberately NOT restored as a claim, and the temple-begun subject note says so: it is Sayce's figure adopted by Howlett, the event already holds a 969 from Sloet's own table preserved on its own provenance, and a second preserved 969 there would be two records of one year that no consumer could tell apart."
PCC-20	cold review of ad0644bb1, finding 11 (the review record)	this ledger's own key, and the drift gate the derived manifest did not have	review-record-key-broken	Two different corrections were both numbered PCC-09 -- the gap-row consequence of PCC-08 and the semantic differ's blindness to profiles.yaml -- while section 27 makes `correction_id` the key of this file. Separately, scripts/build_profile_contract_manifest.py could only WRITE profile-contract-rereview-manifest.tsv. That file is derived, is the surface a cold reviewer works from, and had no way of saying it had gone stale, so a review surface that had quietly stopped describing the corpus would have read as a clean bill.	The semantic-differ row is renumbered PCC-12, which is also where it belongs chronologically: it landed in Phase 1 at c1dee9fc0 beside PCC-01. The header comment says what the key is, what broke it and where the row went. The builder gains `--check`, which re-derives and compares byte for byte, exits 1 on drift and names the first differing line; it takes its base from the tracked manifest's own header (which prints it) rather than from HEAD, because a diff against a different base is a different artifact and not a drift report. It is wired into the chronology test suite, beside the coverage-table staleness gate, which is where this repository puts a derived-file check.	-	-	src/sources/chronology/profile-contract-corrections.tsv; scripts/build_profile_contract_manifest.py; src/sources/chronology/profile-contract-rereview-manifest.tsv (derived, rebuilt); tools/tests/test_chronology.py	none -- a record correction and a gate, not a data correction	no	RemediationTests.test_the_correction_ledger_has_one_row_per_correction_id; test_the_cold_review_manifest_is_not_stale	no	The ids are deliberately not compacted: PCC-10 and PCC-11 keep their numbers, and PCC-12 is a new number rather than a shuffle, so that every id anyone has already cited still resolves to the row it named.
PCC-21	PCC-13 and PCC-16 (the measured consequence)	what the verses say once the last answerable claim over them is preserved -- Malachias, the Baptism ranges, Genesis 12:10-20 and Genesis 14	true-status-with-a-false-note	"Withdrawing a book-scoped composition claim leaves the unit winning the scope contest and answering nothing, and the verse falls to research-pending, whose note reads ""no ranked source has been inspected for this locus yet"". At Malachias (55 verses) that sentence would have been FALSE: Van Hoonacker was read in full. And the Genesis row asserted in its own words that ""Genesis 12:10-20 and 14 are unaffected too, because what the article says of those chapters is where they stand relative to the arrival, and a position is not the excluded year"" -- which stopped being true the moment that position stopped answering."	"Three loci, three truthful answers, and no verse reaches research-pending. MALACHIAS (55 verses): a NEW gaps.yaml row scoped {book: Mal}, opening ""A ranked source WAS inspected for this book"", quoting the consensus, the article's own ""The text itself does not furnish any explicit information"", the internal-criticism ground (the Persian title Peha and the state of worship), saying where the figure is now held and how to reach it, and ending ""This row says that, and it must not be read as saying that nobody looked."" GENESIS 12:10-20 AND 14 (35 verses): the existing book-scoped Genesis row, whose enumeration now names 12:10-20 and 14 with the episodes they are, and whose false sentence is replaced by a paragraph saying what was true of it, what stopped being true, and why. THE BAPTISM RANGES (Matt 3:13-17, Mark 1:9-11, Luke 3:21-22, 10 verses): no gap row is needed or written -- they carry their Gospels' composition chronology and move dated -> composition-only, which is a true status, and the event gains a subject note saying the year is preserved and not answered with."	artifact.catholic-encyclopedia.volume-9.new-york-1910.newadvent-09562b-38fb6fcd; artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08193a-4931095f	"Van Hoonacker: ""The text itself does not furnish any explicit information"" and ""because not only the Temple exists, but relaxation in the exercise of worship already prevails""; ""Israelites"": ""appears to have reached Chanaan about 2300 B.C."""	src/sources/chronology/gaps.yaml; src/sources/chronology/coverage.tsv (derived); tools/tests/test_chronology.py	gap:undated-in-tradition @ Mal (added); gap:undated-in-tradition @ Gen (reason)	no -- these are gap rows and assert no date	RemediationTests.test_malachias_falls_to_a_row_that_says_a_source_was_read; test_the_malachias_figure_is_preserved_and_not_deleted; test_the_baptism_verses_keep_their_gospel_and_lose_the_year; LastUnreviewedClaimsTests.test_no_verse_of_the_vulgate_answers_research_pending; test_no_answered_note_claims_nothing_was_inspected_where_something_was	yes -- a gap reason is what a consumer actually reads	The invariant was re-swept through the _chronology.chronology() seam over all 35,809 canonical verses before and after: 0 unresolved, 0 errors, 0 empty statuses, 0 answers carrying neither an assertion nor a note, 0 research-pending, both times. Verse distribution moved dated 12536->12491, composition-only 16450->16405, undated-in-tradition 6823->6913. The 90 verses that moved are exactly Malachias 1:1-4:6 (55, composition-only -> undated-in-tradition), Genesis 12:10-20 and 14:1-24 (35, dated -> undated-in-tradition) and the three synoptic Baptism ranges (10, dated -> composition-only). `build` was run: coverage.tsv 1881 -> 1876 rows, the delta being the whole book of Malachias collapsing to one run, Genesis 12:6-9 merging with 12:10-20 into one run, Genesis 14 collapsing to one, and the Baptism ranges merging into their surrounding composition-only runs.
PCC-22	independent cold review, finding 1 (the stated rule is not the enforced rule); maintainer's decision of 2026-09-02	profiles.yaml `admissibility` -- the rule was STATED as a method test and ENFORCED as a disclosure test	stated-rule-differs-from-enforced-rule	"`rule` and `own_voice` read as a METHOD test: a value was inadmissible if the method behind it was excluded, and `modern-critical` said the exclusion held ""whoever prints it"". The corpus never enforced that and could not: what it actually applied, claim by claim, was a DISCLOSURE test, refusing a value only where its own source NAMED an excluded warrant -- Souvay's ""inscription of Nabonidus"", Sloet's ""in conjunction with the data of profane history"", Drum's ""as Briggs surmises"". A reviewer reading the profile and a reviewer reading the rulings got two different policies, and the second was discoverable only by reading code and notes. The narrowing was therefore silent, which is the defect: it could not be attacked on its merits because it was nowhere stated."	`rule` states the disclosure test in terms: the basis test asks WHAT THE SOURCE SAYS THE VALUE RESTS ON, and refuses a value the work carrying it PRESENTS as resting on an excluded method. Four new leaves carry what that does and does not mean. `what_this_rule_does_not_do` says IT DOES NOT AUDIT PROVENANCE and gives the pair that makes the narrowness visible (Reid's 722 B.C. answered with, Sloet's 722-1 refused, both descending from the same eponym canon). `decision` records the maintainer's dated ruling and its reasoning -- a faithful method test would disqualify very nearly every absolute B.C. year in Old Testament history and leave the profile able to state almost nothing -- and says the narrowing is deliberate and that reversing it is a new profile id. `disclosure_is_read_not_inferred` requires the disclosure to be quoted from the source and forbids supplying it from this project's own knowledge. `corroboration_is_not_the_ground` distinguishes a sole warrant from an added confirmation and makes a claim taking the second reading show its primary ground. No machine part changed: the fifteen basis classes, `unstated: unresolved` and the Ussher reporting exception are untouched.	-	-	src/sources/chronology/profiles.yaml;guidance/scripture-chronology.md;tools/tests/test_chronology.py	all 463, in the sense that every one is now read under a rule that says what it does; none moved	no -- 441 answerable / 22 preserved before and after; 35809 verses and 1876 runs unchanged	StatedRuleIsTheEnforcedRuleTests (11), which asserts the profile's own text AND the loader's behaviour over the same named examples so the two cannot drift apart again	yes	A future session that wants the method test back is changing what this profile answers with, which `versioning` makes a new profile id and not an edit of catholic-traditional-v1.
